"X","Brand","Name","Sticker","Year","KM","Fuel","CV","Transmission","One_owner","Location","Length","Width","Height","Weight","Trunk","Tank","Vmax","X0to100","Consumption","Emissions","Keys_num","Extras_num","Price","Antiguitat","Ratio_Pot_Pes","Tram_KM","Preu_per_CV","Depreciacio_Anual","Preu_per_KM"
2624,"Dacia","Dacia Dokker","ECO",2020,162914,"GLP",109,"MANUAL","True","Madrid",4.36,1.75,1.81,1210,NA,"-",170,8.2,143,NA,2,2,11990,5,0.0900826446280992,"100k-200k",110,2398,0.0735971125870091
2625,"Cupra","Cupra Formentor","C",2022,27061,"Gasolina",150,"AUTO","True","Pontevedra",4.45,1.84,1.52,1463,NA,"-",203,8.9,6.8,152,2,5,25700,3,0.102529049897471,"20k-50k",171.333333333333,8566.66666666667,0.949706219282362
2627,"Hyundai","Hyundai Kona","ECO",2021,57514,"Híbrido",141,"AUTO","True","Valencia",4.17,1.8,1.57,1376,1143,"-",160,11.2,3.9,90,2,5,22800,4,0.102470930232558,"50k-100k",161.702127659574,5700,0.396425218207741
2629,"Volkswagen","Volkswagen Golf","C",2018,68897,"Gasolina",150,"AUTO","False","Madrid",4.26,1.79,1.49,1317,1270,"-",216,8.3,5,114,2,5,24990,7,0.113895216400911,"50k-100k",166.6,3570,0.362715357707883
2630,"Nissan","Nissan Micra","C",2017,130424,"Gasolina",80,"MANUAL","True","Barcelona",3.83,1.67,1.51,925,1132,"-",170,13.7,5,115,2,5,7900,8,0.0864864864864865,"100k-200k",98.75,987.5,0.0605716739250445
2631,"DS","DS DS 4","C",2022,55764,"Diésel",130,"AUTO","False","Madrid",4.4,NA,1.47,1414,1240,"-",203,10.9,4.8,125,2,5,21404,3,0.0919377652050919,"50k-100k",164.646153846154,7134.66666666667,0.383831862850585
2633,"Toyota","Toyota Proace City Verso","C",2020,93407,"Diésel",131,"AUTO","False","Barcelona",4.4,1.85,1.88,1505,NA,"-",184,4,105,NA,2,5,24300,5,0.0870431893687708,"50k-100k",185.496183206107,4860,0.26015180875095
2634,"Citroën","Citroën C4","C",2008,76285,"Gasolina",90,"MANUAL","True","Girona",4.26,1.77,1.46,1257,1023,"-",182,12.8,6.4,153,2,5,5900,17,0.0715990453460621,"50k-100k",65.5555555555556,347.058823529412,0.0773415481418365
2635,"Hyundai","Hyundai Kona","ECO",2020,50387,"Híbrido",141,"AUTO","False","Castellón",4.17,1.8,1.57,1376,1143,"-",160,11.2,3.9,90,1,5,18173,5,0.102470930232558,"50k-100k",128.886524822695,3634.6,0.36066842637982
2636,"Mitsubishi","Mitsubishi Eclipse Cross","0_EMISIONES",2022,4811,"Híbrido Enchufable",188,"AUTO","True","Alicante",4.55,1.81,1.69,1910,1153,"-",162,10.9,45,NA,2,5,23057,3,0.0984293193717277,"0-20k",122.643617021277,7685.66666666667,4.79255871960091
2637,"Mini","Mini MINI","C",2020,57765,"Gasolina",102,"MANUAL","True","Madrid",3.98,1.73,1.43,1240,941,"-",192,10.6,5.9,133,2,5,12603,5,0.082258064516129,"50k-100k",123.558823529412,2520.6,0.218177096857959
2638,"Citroën","Citroën C3 Aircross","C",2018,71163,"Diésel",102,"MANUAL","True","Granada",4.15,1.76,1.64,1203,1289,"-",175,11.5,4,105,2,5,13400,7,0.084788029925187,"50k-100k",131.372549019608,1914.28571428571,0.188300099770948
2639,"SsangYong","SsangYong Tivoli","C",2024,321,"Gasolina",135,"MANUAL","False","Zaragoza",4.22,1.81,1.61,1300,1115,"-",181,6.9,159,NA,2,5,19990,1,0.103846153846154,"0-20k",148.074074074074,19990,62.2741433021807
2642,"Nissan","Nissan QASHQAI","C",2017,148530,"Diésel",130,"MANUAL","False","Ciudad Real",4.38,1.81,1.59,1419,1598,"-",190,9.9,4.4,116,2,5,14500,8,0.0916138125440451,"100k-200k",111.538461538462,1812.5,0.0976233757490069
2643,"Volkswagen","Volkswagen Golf","C",2016,73695,"Diésel",150,"AUTO","False","Madrid",4.26,1.8,1.45,1375,1270,"-",214,8.6,4.5,117,2,5,18900,9,0.109090909090909,"50k-100k",126,2100,0.256462446570324
2644,"Mercedes","Mercedes Clase T","C",2023,9041,"Diésel",95,"MANUAL","True","Madrid",4.5,1.86,1.81,1679,NA,"-",164,5.3,140,NA,1,5,20454,2,0.0565812983918999,"0-20k",215.305263157895,10227,2.26236035836744
2646,"Mini","Mini MINI","C",2020,58526,"Gasolina",102,"MANUAL","True","Madrid",3.98,1.73,1.43,1240,941,"-",192,10.6,5.9,133,2,5,12561,5,0.082258064516129,"50k-100k",123.147058823529,2512.2,0.214622560913098
2648,"Renault","Renault Clio","C",2022,49159,"Gasolina",90,"MANUAL","True","Alicante",4.05,1.8,1.44,1178,1069,"-",180,12.2,5.2,117,1,5,10247,3,0.0764006791171477,"20k-50k",113.855555555556,3415.66666666667,0.20844606277589
2649,"Mitsubishi","Mitsubishi Outlander","0_EMISIONES",2014,169191,"Híbrido Enchufable",203,"AUTO","False","Cádiz",4.66,1.8,1.68,1810,934,"-",170,11,1.9,52,2,5,15300,11,0.112154696132597,"100k-200k",75.3694581280788,1390.90909090909,0.0904303420394702
2650,"Hyundai","Hyundai i20","C",2018,111987,"Diésel",90,"MANUAL","False","Madrid",4.04,1.73,1.47,1165,1017,"-",175,12.1,4.1,106,2,5,13990,7,0.0772532188841202,"100k-200k",155.444444444444,1998.57142857143,0.12492521453383
2651,"Nissan","Nissan Townstar","C",2023,5,"Gasolina",130,"MANUAL","False","Castellón",4.49,1.86,1.79,1475,2800,"-",183,12.8,7,154,1,5,20165,2,0.088135593220339,"0-20k",155.115384615385,10082.5,4033
2652,"Nissan","Nissan Townstar","C",2023,6,"Gasolina",130,"MANUAL","False","Castellón",4.49,1.86,1.79,1475,2800,"-",183,12.8,7,154,1,5,20165,2,0.088135593220339,"0-20k",155.115384615385,10082.5,3360.83333333333
2653,"Mercedes","Mercedes GLA","C",2019,128441,"Gasolina",122,"AUTO","False","Madrid",4.42,1.8,1.49,1395,1235,"-",200,8.7,7.4,167,2,5,23990,6,0.0874551971326165,"100k-200k",196.639344262295,3998.33333333333,0.186778365163772
2654,"Citroën","Citroën Berlingo","C",2018,145236,"Diésel",130,"MANUAL","True","Toledo",4.4,1.81,1.8,1430,NA,"-",185,4,110,NA,2,5,15900,7,0.0909090909090909,"100k-200k",122.307692307692,2271.42857142857,0.109476989176237
2656,"Renault","Renault Clio","C",2018,48034,"Gasolina",90,"MANUAL","True","Barcelona",4.06,1.73,1.45,1082,1146,"-",180,12.2,4.7,105,2,5,12300,7,0.0831792975970425,"20k-50k",136.666666666667,1757.14285714286,0.256068618062206
2657,"XEV","XEV YOYO","0_EMISIONES",2022,5674,"Eléctrico",20,"AUTO","True","Toledo",0,0,0,850,NA,"-",NA,10.2,NA,NA,2,1,11900,3,0.0235294117647059,"0-20k",595,3966.66666666667,2.09728586535072
2658,"Peugeot","Peugeot 308","C",2020,63317,"Diésel",130,"AUTO","False","Alicante",4.59,1.8,1.47,1394,1775,"-",205,4.9,126,NA,2,5,16990,5,0.0932568149210904,"50k-100k",130.692307692308,3398,0.26833235939795
2659,"Seat","Seat León","C",2015,146400,"Gasolina",110,"MANUAL","True","Madrid",4.26,1.82,1.46,1209,1210,"-",191,10.2,4.9,113,2,5,10490,10,0.0909842845326716,"100k-200k",95.3636363636364,1049,0.0716530054644809
2661,"Seat","Seat León","C",2020,39407,"Gasolina",290,"AUTO","False","Barcelona",4.28,1.82,1.44,1431,1210,"-",250,6,6.5,149,2,5,29900,5,0.202655485674354,"20k-50k",103.103448275862,5980,0.758748445707615
2662,"Skoda","Skoda Fabia","C",2016,89675,"Gasolina",75,"MANUAL","True","Vizcaya",3.99,1.73,1.47,955,1150,"-",172,14.7,4.8,108,1,5,9390,9,0.0785340314136126,"50k-100k",125.2,1043.33333333333,0.104711458042933
2663,"Peugeot","Peugeot Rifter","C",2023,12371,"Diésel",130,"MANUAL","True","Madrid",4.4,1.85,1.82,1424,NA,"-",170,4.6843137254902,NA,NA,1,5,21074,2,0.0912921348314607,"0-20k",162.107692307692,10537,1.70350012125131
2664,"Peugeot","Peugeot 108","C",2019,19874,"Gasolina",72,"MANUAL","False","Málaga",3.48,1.62,1.46,915,780,"-",160,13.8,4.1,93,2,5,9900,6,0.0786885245901639,"0-20k",137.5,1650,0.49813827110798
2665,"Hyundai","Hyundai IONIQ","0_EMISIONES",2020,49292,"Híbrido Enchufable",141,"AUTO","False","Barcelona",4.47,1.82,1.45,1495,1401,"-",178,10.6,1.1,63,2,5,16033,5,0.094314381270903,"20k-50k",113.709219858156,3206.6,0.325265763207011
2666,"Mercedes","Mercedes CLA","C",2017,107421,"Gasolina",122,"AUTO","True","Murcia",4.63,1.78,1.44,1430,1354,"-",210,9.1,5.8,134,2,5,21990,8,0.0853146853146853,"100k-200k",180.245901639344,2748.75,0.204708576535314
2668,"KIA","KIA Stonic","C",2018,96399,"Diésel",110,"MANUAL","True","Alicante",4.14,1.76,1.52,1255,1155,"-",175,11.3,4.2,109,2,5,15290,7,0.0876494023904383,"50k-100k",139,2184.28571428571,0.158611603854812
2669,"Peugeot","Peugeot Traveller","C",2018,177062,"Diésel",150,"MANUAL","False","Málaga",4.96,1.92,1.9,1705,2550,"-",170,11,5.3,139,2,5,24900,7,0.0879765395894428,"100k-200k",166,3557.14285714286,0.140628706328857
2670,"Opel","Opel Corsa","C",2019,83529,"Gasolina",90,"MANUAL","False","Valencia",4.02,1.75,1.48,1163,1120,"-",175,13.2,5.5,132,1,5,9990,6,0.0773860705073087,"50k-100k",111,1665,0.119599181122724
2671,"Mini","Mini MINI","C",2022,31626,"Gasolina",136,"AUTO","False","Castellón",3.86,1.73,1.42,1325,NA,"-",206,8.8,135,NA,1,5,21776,3,0.102641509433962,"20k-50k",160.117647058824,7258.66666666667,0.688547397710744
2672,"Mercedes","Mercedes Clase B","C",2021,22860,"Gasolina",136,"AUTO","False","Alicante",4.42,1.8,1.56,1405,1525,"-",212,9.4,6.1,138,2,5,26800,4,0.096797153024911,"20k-50k",197.058823529412,6700,1.17235345581802
2673,"KIA","KIA Ceed","C",2018,107595,"Gasolina",120,"MANUAL","False","Madrid",4.31,1.8,1.45,1297,1291,"-",190,11.1,5.6,127,2,5,13790,7,0.0925212027756361,"100k-200k",114.916666666667,1970,0.12816580696129
2675,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,48451,"Híbrido Enchufable",141,"AUTO","False","Valencia",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,19421,4,0.0876865671641791,"20k-50k",137.737588652482,4855.25,0.400837960000826
2676,"Mini","Mini MINI","C",2023,13469,"Gasolina",136,"AUTO","True","Valencia",3.86,1.73,1.41,1250,731,"-",210,8.1,5.6,126,1,5,23471,2,0.1088,"0-20k",172.580882352941,11735.5,1.74259410498181
2677,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,46896,"Híbrido Enchufable",141,"AUTO","True","Valencia",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,19380,4,0.0876865671641791,"20k-50k",137.446808510638,4845,0.413254861821904
2678,"Volkswagen","Volkswagen Polo","C",2015,45776,"Gasolina",75,"MANUAL","False","Valencia",3.97,1.68,1.45,1055,952,"-",173,14.3,4.8,108,2,5,11490,10,0.0710900473933649,"20k-50k",153.2,1149,0.251004893393918
2679,"Audi","Audi A3","C",2016,55175,"Diésel",110,"MANUAL","True","Almería",4.46,1.8,1.42,1345,NA,"-",203,10.7,3.9,104,2,5,19490,9,0.0817843866171004,"50k-100k",177.181818181818,2165.55555555556,0.353239691889443
2681,"Mini","Mini MINI","C",2022,31875,"Gasolina",136,"AUTO","False","Castellón",3.86,1.73,1.42,1325,NA,"-",206,8.8,135,NA,1,5,21735,3,0.102641509433962,"20k-50k",159.816176470588,7245,0.681882352941176
2682,"Nissan","Nissan X-TRAIL","C",2017,72421,"Diésel",130,"MANUAL","True","Ciudad Real",4.64,1.82,1.71,1500,1982,"-",188,10.5,4.9,129,2,5,17990,8,0.0866666666666667,"50k-100k",138.384615384615,2248.75,0.248408610762072
2683,"Fiat","Fiat 500","C",2016,115447,"Gasolina",69,"MANUAL","False","Barcelona",3.57,1.63,1.49,865,550,"-",160,12.9,4.9,115,2,5,9900,9,0.0797687861271676,"100k-200k",143.478260869565,1100,0.085753635867541
2684,"Seat","Seat Ibiza","B",2013,138135,"Diésel",90,"MANUAL","True","Barcelona",4.04,1.69,1.43,1170,NA,"-",178,11.8,4.2,109,2,5,7700,12,0.0769230769230769,"100k-200k",85.5555555555556,641.666666666667,0.0557425706736164
2685,"Mercedes","Mercedes Clase C","C",2010,142604,"Gasolina",184,"AUTO","False","Alicante",4.58,1.77,1.45,1505,NA,"-",232,8.2,6.8,184,2,5,13900,15,0.122259136212625,"100k-200k",75.5434782608696,926.666666666667,0.0974727216627865
2686,"Mazda","Mazda Mazda6","C",2018,55819,"Gasolina",192,"AUTO","False","Castellón",4.87,1.84,1.45,1440,NA,"-",220,7.9,6.4,150,2,5,23900,7,0.133333333333333,"50k-100k",124.479166666667,3414.28571428571,0.428169619663555
2687,"BMW","BMW X5","C",2017,53057,"Diésel",231,"AUTO","False","Málaga",4.89,1.94,1.76,2115,1870,"-",220,7.7,5.6,146,2,5,38500,8,0.109219858156028,"50k-100k",166.666666666667,4812.5,0.725634694762237
2688,"Mitsubishi","Mitsubishi Outlander","0_EMISIONES",2019,108968,"Híbrido Enchufable",224,"AUTO","True","La Coruña",4.7,1.8,1.71,1880,921,"-",170,10.5,2,45,1,5,21990,6,0.119148936170213,"100k-200k",98.1696428571429,3665,0.20180236399677
2689,"Audi","Audi A3","C",2019,115034,"Gasolina",150,"MANUAL","True","Alicante",4.31,1.79,1.43,1305,1220,"-",220,8.2,6.6,124,2,5,20390,6,0.114942528735632,"100k-200k",135.933333333333,3398.33333333333,0.177251942903837
2690,"Fiat","Fiat Scudo","C",2022,12156,"Diésel",102,"MANUAL","False","Barcelona",4.61,1.92,1.91,1616,NA,"-",NA,11.3244444444444,NA,NA,2,5,24990,3,0.0631188118811881,"0-20k",245,8330,2.05577492596249
2691,"Peugeot","Peugeot 308","C",2018,73654,"Diésel",130,"MANUAL","True","La Coruña",4.25,1.8,1.46,1160,1309,"-",206,10.5,3.7,96,2,5,17990,7,0.112068965517241,"50k-100k",138.384615384615,2570,0.244250142558449
2692,"Mercedes","Mercedes Clase A","C",2020,20972,"Diésel",116,"MANUAL","False","Madrid",4.42,1.8,1.44,1425,1185,"-",202,10.6,4.6,120,2,5,29300,5,0.0814035087719298,"20k-50k",252.586206896552,5860,1.39710089643334
2693,"MG","MG HS","C",2023,9390,"Gasolina",162,"MANUAL","True","Murcia",4.57,1.88,1.69,1513,1454,"-",190,9.9,7.4,168,1,5,17561,2,0.107072042300066,"0-20k",108.401234567901,8780.5,1.87018104366347
2694,"Renault","Renault Kadjar","C",2021,51163,"Gasolina",140,"MANUAL","True","Castellón",4.49,1.84,1.61,1320,1478,"-",200,9.8,5.7,140,2,5,20300,4,0.106060606060606,"50k-100k",145,5075,0.39677110411821
2695,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,46201,"Híbrido Enchufable",141,"AUTO","False","Madrid",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,19413,4,0.0876865671641791,"20k-50k",137.68085106383,4853.25,0.420185710266012
2696,"Mini","Mini MINI","C",2023,16199,"Gasolina",136,"AUTO","True","Castellón",3.86,1.73,1.41,1250,731,"-",210,8.1,5.6,126,1,5,23388,2,0.1088,"0-20k",171.970588235294,11694,1.4437928267177
2697,"Opel","Opel Corsa","C",2021,29600,"Diésel",102,"MANUAL","True","Madrid",4.06,1.77,1.43,1165,NA,"-",188,10.2,4.1,105,1,5,12314,4,0.0875536480686695,"20k-50k",120.725490196078,3078.5,0.416013513513514
2698,"Nissan","Nissan JUKE","C",2018,46986,"Gasolina",115,"MANUAL","False","Córdoba",4.14,1.77,1.57,1236,1189,"-",178,10.8,5.7,128,2,5,14900,7,0.093042071197411,"20k-50k",129.565217391304,2128.57142857143,0.317115736602392
2699,"Seat","Seat Ibiza","C",2018,99476,"Gasolina",115,"MANUAL","False","Valencia",4.06,1.78,1.44,1140,1165,"-",195,9.3,4.7,108,2,5,12800,7,0.100877192982456,"50k-100k",111.304347826087,1828.57142857143,0.128674253086172
2700,"Peugeot","Peugeot Rifter","C",2019,97514,"Diésel",130,"AUTO","True","Valencia",4.4,1.85,1.82,1430,1355,"-",179,4.3,114,NA,2,5,21990,6,0.0909090909090909,"50k-100k",169.153846153846,3665,0.225506081178087
2701,"Nissan","Nissan Townstar","C",2024,1035,"Gasolina",130,"MANUAL","True","Córdoba",4.49,1.86,1.86,1338,NA,"-",183,6.7,154,NA,2,5,24900,1,0.0971599402092676,"0-20k",191.538461538462,24900,24.0579710144928
2704,"BMW","BMW Serie 3","C",2020,52411,"Diésel",190,"AUTO","False","Madrid",4.71,1.83,1.44,1525,NA,"-",240,7.1,5,131,2,5,23719,5,0.124590163934426,"50k-100k",124.836842105263,4743.8,0.452557669191582
2705,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,47108,"Híbrido Enchufable",141,"AUTO","False","Madrid",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,19743,4,0.0876865671641791,"20k-50k",140.021276595745,4935.75,0.41910078967479
2706,"Toyota","Toyota Proace City","C",2021,85932,"Diésel",102,"MANUAL","False","Barcelona",4.4,1.85,1.88,1395,NA,"-",172,3.9,104,NA,1,5,12314,4,0.0731182795698925,"50k-100k",120.725490196078,3078.5,0.143299352976772
2707,"Honda","Honda CR-V","C",2017,106273,"Diésel",120,"MANUAL","False","Vizcaya",4.61,1.82,1.69,1545,1669,"-",182,11.2,4.4,115,2,5,19490,8,0.0776699029126214,"100k-200k",162.416666666667,2436.25,0.183395594365455
2708,"Volkswagen","Volkswagen Golf","B",2012,93019,"Diésel",105,"AUTO","False","Valencia",4.2,1.79,1.48,1340,1305,"-",190,11.2,4.2,109,2,5,11290,13,0.0783582089552239,"50k-100k",107.52380952381,868.461538461538,0.121373052817166
2709,"Seat","Seat Ibiza","C",2021,74999,"Gasolina",110,"AUTO","True","Valencia",4.06,1.78,1.44,1163,1165,"-",195,10,5.5,126,1,5,13016,4,0.0945829750644884,"50k-100k",118.327272727273,3254,0.173548980653075
2710,"Seat","Seat Ibiza","C",2021,69774,"Gasolina",110,"AUTO","True","Valencia",4.06,1.78,1.44,1163,1165,"-",195,10,5.5,126,1,5,13016,4,0.0945829750644884,"50k-100k",118.327272727273,3254,0.186545131424313
2711,"Opel","Opel Mokka X","C",2017,83269,"Gasolina",140,"MANUAL","True","Murcia",4.28,1.78,1.66,1394,1372,"-",196,9.9,5.9,138,1,5,13300,8,0.100430416068867,"50k-100k",95,1662.5,0.159723306392535
2712,"Peugeot","Peugeot Rifter","C",2019,62425,"Diésel",130,"AUTO","False","Almería",4.4,1.85,1.82,1430,1355,"-",179,4.3,114,NA,2,5,24990,6,0.0909090909090909,"50k-100k",192.230769230769,4165,0.400320384461354
2713,"Renault","Renault Mégane","C",2016,129846,"Gasolina",100,"MANUAL","False","Sevilla",4.36,1.81,1.45,1205,1247,"-",179,12.3,5.4,120,2,5,10900,9,0.0829875518672199,"100k-200k",109,1211.11111111111,0.0839455970919397
2714,"Seat","Seat Ibiza","C",2011,41185,"Gasolina",60,"MANUAL","False","Valencia",4.05,1.69,1.45,1049,847,"-",155,15.9,5.4,125,2,2,7990,14,0.0571973307912297,"20k-50k",133.166666666667,570.714285714286,0.194002670875319
2715,"Opel","Opel Astra","C",2017,102974,"Gasolina",125,"MANUAL","True","Girona",4.37,1.81,1.49,1278,1210,"-",205,9.5,5.1,117,1,5,10700,8,0.0978090766823161,"100k-200k",85.6,1337.5,0.103909724784897
2718,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,50488,"Híbrido Enchufable",141,"AUTO","False","Castellón",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,20247,4,0.0876865671641791,"50k-100k",143.595744680851,5061.75,0.401025986373
2719,"DFSK","DFSK Fengon 5","C",2023,16875,"Gasolina",136,"AUTO","True","Zaragoza",4.68,1.87,1.65,1510,NA,"-",180,11.8,271,NA,2,5,27390,2,0.0900662251655629,"0-20k",201.397058823529,13695,1.62311111111111
2721,"Dacia","Dacia Lodgy","B",2012,144690,"Diésel",107,"MANUAL","True","Barcelona",4.5,1.75,1.68,1262,2617,"-",175,11.6,4.4,116,1,5,8390,13,0.0847860538827258,"100k-200k",78.411214953271,645.384615384615,0.0579860391181146
2723,"Mini","Mini COUNTRYMAN","C",2016,66383,"Diésel",90,"MANUAL","False","Alicante",4.1,1.79,1.55,1385,1170,"-",171,12.9,4.2,111,2,5,16900,9,0.0649819494584837,"50k-100k",187.777777777778,1877.77777777778,0.254583251736137
2724,"Ford","Ford Focus","B",2010,81388,"Diésel",90,"MANUAL","True","Málaga",4.34,1.84,1.5,1377,1258,"-",177,12.6,4.5,118,2,5,6700,15,0.065359477124183,"50k-100k",74.4444444444444,446.666666666667,0.0823217181894137
2725,"Chevrolet","Chevrolet Cruze","B",2013,85903,"Diésel",163,"MANUAL","True","Valencia",4.68,1.8,1.52,1520,1478,"-",200,8.8,5.2,138,1,5,8990,12,0.107236842105263,"50k-100k",55.1533742331288,749.166666666667,0.104652922482335
2726,"Renault","Renault Master","C",2023,41899,"Diésel",165,"MANUAL","True","Barcelona",6.32,2.07,2.26,1793,NA,"-",160,10.356993006993,NA,NA,1,4,38990,2,0.0920245398773006,"20k-50k",236.30303030303,19495,0.930571135349292
2727,"Peugeot","Peugeot 307","SENSE_ETIQUETA",2002,258697,"Diésel",90,"MANUAL","False","Madrid",4.2,1.75,1.51,1318,1470,"-",179,12.5,138,NA,1,4,1300,23,0.0682852807283763,"+200k",14.4444444444444,56.5217391304348,0.0050251839024032
2728,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,45541,"Híbrido Enchufable",141,"AUTO","False","Castellón",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,18140,4,0.0876865671641791,"20k-50k",128.652482269504,4535,0.398322390812674
2729,"Skoda","Skoda Fabia","C",2023,11525,"Gasolina",150,"AUTO","True","Alicante",4.13,1.78,1.48,1220,1190,"-",NA,14.7,NA,NA,2,5,23290,2,0.122950819672131,"0-20k",155.266666666667,11645,2.02082429501085
2730,"Audi","Audi Q7","C",2017,194130,"Diésel",272,"AUTO","False","Murcia",5.05,1.97,1.74,2070,2075,"-",234,6.3,5.9,149,2,5,33490,8,0.131400966183575,"100k-200k",123.125,4186.25,0.172513264307423
2731,"Citroën","Citroën C3","B",2012,91649,"Diésel",68,"MANUAL","True","Barcelona",3.94,1.73,1.52,1070,1000,"-",163,13.5,3.9,101,2,3,6700,13,0.0635514018691589,"50k-100k",98.5294117647059,515.384615384615,0.0731049984178769
2732,"Renault","Renault Clio","C",2016,82125,"Gasolina",220,"AUTO","False","La Coruña",4.09,1.73,1.43,1204,1146,"-",235,6.6,5.9,135,2,5,19300,9,0.182724252491694,"50k-100k",87.7272727272727,2144.44444444444,0.235007610350076
2733,"Mercedes","Mercedes Clase B","B",2015,29181,"Diésel",136,"MANUAL","False","Madrid",4.36,1.79,1.56,1475,1547,"-",210,9.5,4.4,114,1,5,17890,10,0.0922033898305085,"20k-50k",131.544117647059,1789,0.613070148384223
2734,"Peugeot","Peugeot 308","C",2022,41595,"Diésel",130,"AUTO","False","Barcelona",4.37,1.85,1.44,1361,NA,"-",207,10.6,4.5,121,1,5,26290,3,0.0955180014695077,"20k-50k",202.230769230769,8763.33333333333,0.632047121048203
2735,"MG","MG HS","C",2023,9879,"Gasolina",162,"MANUAL","True","Zaragoza",4.57,1.88,1.69,1513,1454,"-",190,9.9,7.4,168,1,5,17561,2,0.107072042300066,"0-20k",108.401234567901,8780.5,1.7776090697439
2736,"KIA","KIA Sorento","C",2018,71938,"Diésel",200,"MANUAL","True","Madrid",4.8,1.89,1.69,1799,1662,"-",205,8.7,6,159,2,5,26990,7,0.111172873818788,"50k-100k",134.95,3855.71428571429,0.375184186382718
2737,"Renault","Renault Mégane","C",2017,57912,"Gasolina",130,"MANUAL","True","Alicante",4.36,1.81,1.45,1205,1247,"-",197,10.6,5.3,119,2,5,14900,8,0.107883817427386,"50k-100k",114.615384615385,1862.5,0.257286918082608
2738,"Peugeot","Peugeot 3008","C",2015,131028,"Gasolina",130,"MANUAL","False","Córdoba",4.37,1.84,1.64,1400,1241,"-",195,10.8,5.3,120,2,5,9300,10,0.0928571428571429,"100k-200k",71.5384615384615,930,0.0709771957138932
2741,"KIA","KIA Ceed","C",2018,82121,"Diésel",136,"MANUAL","False","Valencia",4.31,1.78,1.47,1289,1318,"-",197,10.2,4,104,2,5,14990,7,0.105508145849496,"50k-100k",110.220588235294,2141.42857142857,0.182535526844534
2743,"Renault","Renault Captur","0_EMISIONES",2021,56051,"Híbrido Enchufable",160,"AUTO","True","Santander",4.23,1.8,1.58,1625,536,"-",173,10.1,6.2,50,1,5,21200,4,0.0984615384615385,"50k-100k",132.5,5300,0.378226971864909
2744,"Nissan","Nissan QASHQAI","C",2020,60271,"Diésel",115,"MANUAL","False","Córdoba",4.39,1.81,1.59,1385,1598,"-",181,12.3,5.3,139,1,5,21300,5,0.0830324909747292,"50k-100k",185.217391304348,4260,0.353403792868876
2745,"Citroën","Citroën C3 Aircross","C",2018,115911,"Gasolina",131,"MANUAL","False","Madrid",4.15,1.82,1.64,1188,1289,"-",200,9.3,5.3,119,2,5,12700,7,0.11026936026936,"100k-200k",96.9465648854962,1814.28571428571,0.109566822820957
2746,"Renault","Renault Trafic","C",2022,64650,"Diésel",110,"MANUAL","True","Madrid",5.08,1.96,1.97,1783,NA,"-",165,6.7,182,NA,2,5,19826,3,0.0616937745372967,"50k-100k",180.236363636364,6608.66666666667,0.306666666666667
2748,"BMW","BMW X5","ECO",2018,116571,"Híbrido Enchufable",313,"AUTO","True","Madrid",4.89,1.94,1.76,2305,1720,"-",210,6.8,3.3,31,2,5,38900,7,0.135791757049892,"100k-200k",124.281150159744,5557.14285714286,0.333702207238507
2749,"Volkswagen","Volkswagen Crafter","C",2020,92485,"Diésel",177,"MANUAL","True","Zaragoza",6.84,2.04,3.08,2372,NA,"-",165,10,210,NA,2,5,32500,5,0.0746205733558179,"50k-100k",183.61581920904,6500,0.351408336486998
2750,"Ford","Ford Transit Courier","C",2019,42272,"Diésel",75,"MANUAL","False","Barcelona",4.16,1.76,1.75,1135,NA,"-",154,4.1,142,NA,1,3,9380,6,0.066079295154185,"20k-50k",125.066666666667,1563.33333333333,0.221896290688872
2751,"Renault","Renault Kadjar","C",2017,113477,"Gasolina",130,"MANUAL","True","Cádiz",4.45,1.84,1.61,1306,1478,"-",192,10.1,5.6,126,2,5,15300,8,0.0995405819295559,"100k-200k",117.692307692308,1912.5,0.134829084307833
2752,"Dacia","Dacia Duster","ECO",2022,31248,"GLP",100,"MANUAL","True","Madrid",4.34,1.8,1.69,1369,1478,"-",NA,10.9625,NA,NA,2,5,21300,3,0.0730460189919649,"20k-50k",213,7100,0.681643625192012
2753,"Renault","Renault Clio","C",2018,65503,"Gasolina",220,"AUTO","False","Murcia",4.09,1.73,1.43,1204,1146,"-",235,6.6,5.9,135,2,5,24990,7,0.182724252491694,"50k-100k",113.590909090909,3570,0.381509243851427
2754,"Seat","Seat Ibiza","C",2021,79065,"Gasolina",110,"MANUAL","True","Alicante",4.06,1.78,1.44,1134,1165,"-",195,10.2,5.1,116,2,5,12314,4,0.0970017636684303,"50k-100k",111.945454545455,3078.5,0.155745272876747
