"X","Brand","Name","Sticker","Year","KM","Fuel","CV","Transmission","One_owner","Location","Length","Width","Height","Weight","Trunk","Tank","Vmax","X0to100","Consumption","Emissions","Keys_num","Extras_num","Price","Antiguitat","Ratio_Pot_Pes","Tram_KM","Preu_per_CV","Depreciacio_Anual","Preu_per_KM"
2755,"Mazda","Mazda Mazda3","ECO",2024,1395,"Híbrido",150,"AUTO","False","Santander",4.46,1.8,1.44,1299,1026,"-",202,10.8,6.1,140,2,5,29800,1,0.115473441108545,"0-20k",198.666666666667,29800,21.3620071684588
2756,"KIA","KIA Ceed Tourer","0_EMISIONES",2021,31447,"Híbrido Enchufable",141,"AUTO","False","Castellón",4.61,1.8,1.47,1608,1506,"-",200,10.8,1.1,NA,1,5,18090,4,0.0876865671641791,"20k-50k",128.297872340426,4522.5,0.575253601297421
2757,"Seat","Seat León","C",2019,87749,"Gasolina",150,"AUTO","True","Albacete",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14752,6,0.115919629057187,"50k-100k",98.3466666666667,2458.66666666667,0.168115875964398
2758,"Volkswagen","Volkswagen Golf","C",2019,26976,"Diésel",115,"AUTO","False","Girona",4.26,1.79,1.49,1321,1270,"-",198,10.5,5.2,104,2,5,21500,6,0.0870552611657835,"20k-50k",186.95652173913,3583.33333333333,0.797004744958482
2759,"Renault","Renault Scénic","C",2017,35865,"Diésel",110,"MANUAL","False","Girona",4.41,1.87,1.65,1430,NA,"-",184,12.4,3.9,100,2,5,18990,8,0.0769230769230769,"20k-50k",172.636363636364,2373.75,0.529485570890841
2760,"Citroën","Citroën C4 Cactus","C",2018,73380,"Diésel",100,"MANUAL","True","Almería",4.16,1.73,1.53,1070,1170,"-",184,10.6,3.6,95,2,5,12900,7,0.0934579439252336,"50k-100k",129,1842.85714285714,0.17579721995094
2761,"Peugeot","Peugeot Boxer","B",2014,160203,"Diésel",110,"MANUAL","False","Barcelona",4.96,2.05,2.25,1945,NA,"-",145,6.8,180,NA,2,2,11900,11,0.0565552699228792,"100k-200k",108.181818181818,1081.81818181818,0.0742807562904565
2762,"Skoda","Skoda Scala","C",2022,35238,"Gasolina",110,"AUTO","True","Castellón",4.36,1.79,1.47,1229,1410,"-",198,5.7,107,NA,2,5,19700,3,0.0895036615134256,"20k-50k",179.090909090909,6566.66666666667,0.559055565015041
2763,"Hyundai","Hyundai Kona","C",2019,145417,"Diésel",136,"AUTO","False","Oviedo",4.17,1.8,1.57,1342,1143,"-",191,10.2,4.1,111,2,5,16390,6,0.101341281669151,"100k-200k",120.514705882353,2731.66666666667,0.112710343357379
2764,"Seat","Seat Ibiza","C",2021,84685,"Gasolina",110,"MANUAL","True","Albacete",4.06,1.78,1.44,1134,1165,"-",195,10.2,5.1,116,1,5,12314,4,0.0970017636684303,"50k-100k",111.945454545455,3078.5,0.145409458581803
2766,"Mercedes","Mercedes Clase C","ECO",2016,102770,"Híbrido Enchufable",279,"AUTO","False","Madrid",4.69,1.81,1.44,1780,NA,"-",250,5.9,2.1,31,2,5,25490,9,0.156741573033708,"100k-200k",91.3620071684588,2832.22222222222,0.248029580616912
2767,"Renault","Renault Captur","C",2019,96205,"Diésel",90,"MANUAL","False","Córdoba",4.12,1.78,1.57,1323,1235,"-",171,13.1,4.2,111,1,5,14600,6,0.0680272108843537,"50k-100k",162.222222222222,2433.33333333333,0.151759264071514
2768,"Fiat","Fiat 500L","C",2018,105663,"Diésel",120,"MANUAL","True","Toledo",4.27,1.8,1.68,1380,1480,"-",183,4.3,114,NA,2,5,13990,7,0.0869565217391304,"100k-200k",116.583333333333,1998.57142857143,0.132402070734316
2769,"Seat","Seat León","C",2019,92306,"Gasolina",150,"AUTO","True","Valencia",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14628,6,0.115919629057187,"50k-100k",97.52,2438,0.158472905336598
2770,"Seat","Seat Ibiza","C",2021,83443,"Gasolina",95,"MANUAL","True","Valencia",4.06,1.78,1.44,1134,1165,"-",182,10.9,5.5,124,2,5,12190,4,0.0837742504409171,"50k-100k",128.315789473684,3047.5,0.146087748522944
2771,"Renault","Renault Kadjar","C",2020,49521,"Gasolina",160,"AUTO","True","Valencia",4.49,1.84,1.61,1471,1478,"-",210,9.3,5.5,131,2,5,23890,5,0.108769544527532,"20k-50k",149.3125,4778,0.482421598917631
2773,"Volvo","Volvo XC40","C",2022,16843,"Gasolina",129,"AUTO","True","Barcelona",4.43,1.86,1.65,1554,1328,"-",180,10.9,7.3,165,2,5,31490,3,0.083011583011583,"0-20k",244.108527131783,10496.6666666667,1.86961942646797
2774,"Seat","Seat León","C",2018,114757,"Gasolina",110,"MANUAL","True","Madrid",4.28,1.82,1.46,1213,1210,"-",194,9.9,4.9,114,1,5,15990,7,0.090684253915911,"100k-200k",145.363636363636,2284.28571428571,0.139337905312966
2775,"Opel","Opel Grandland X PHEV","0_EMISIONES",2020,48706,"Híbrido Enchufable",300,"AUTO","False","Pontevedra",4.48,1.86,1.61,1875,1652,"-",240,6.1,7,63,2,5,22490,5,0.16,"20k-50k",74.9666666666667,4498,0.461750092391081
2778,"Hyundai","Hyundai Tucson","C",2017,41414,"Gasolina",131,"MANUAL","True","Madrid",4.47,1.85,1.66,1379,1503,"-",182,11.5,6.3,147,2,5,16990,8,0.0949963741841914,"20k-50k",129.69465648855,2123.75,0.410247742309364
2779,"Volkswagen","Volkswagen California","C",2024,1414,"Diésel",150,"MANUAL","True","Sevilla",4.9,1.9,1.99,2411,NA,"-",NA,9.81356589147287,NA,NA,2,5,61990,1,0.062214848610535,"0-20k",413.266666666667,61990,43.8401697312588
2780,"Mazda","Mazda Mazda6","C",2020,75983,"Gasolina",145,"MANUAL","True","Madrid",4.87,1.84,1.45,1370,NA,"-",208,10,6.7,152,2,5,24990,5,0.105839416058394,"50k-100k",172.344827586207,4998,0.328889356829817
2781,"Mazda","Mazda CX-5","C",2020,50690,"Gasolina",165,"MANUAL","True","Málaga",4.55,1.84,1.68,1518,1620,"-",201,10.3,7.1,160,2,5,23490,5,0.108695652173913,"50k-100k",142.363636363636,4698,0.463405010850266
2782,"Seat","Seat Ibiza","C",2021,53067,"Gasolina",110,"AUTO","True","Albacete",4.06,1.78,1.44,1163,1165,"-",195,10,5.5,127,1,5,13099,4,0.0945829750644884,"50k-100k",119.081818181818,3274.75,0.246838901765692
2783,"Ford","Ford Fiesta","C",2018,144310,"Diésel",85,"MANUAL","False","Vizcaya",4.04,1.73,1.48,1117,984,"-",175,12.5,3.5,93,2,5,9790,7,0.0760966875559534,"100k-200k",115.176470588235,1398.57142857143,0.0678400665234564
2785,"Peugeot","Peugeot 2008","C",2017,60758,"Diésel",100,"MANUAL","True","Huelva",4.16,1.74,1.56,1160,1400,"-",180,11.3,3.7,97,2,5,13700,8,0.0862068965517241,"50k-100k",137,1712.5,0.22548470983245
2786,"KIA","KIA Sportage","C",2016,46635,"Gasolina",177,"AUTO","False","Barcelona",4.48,1.86,1.65,1534,1480,"-",201,9.1,7.5,175,2,5,21300,9,0.115384615384615,"20k-50k",120.338983050847,2366.66666666667,0.456738501125764
2787,"Nissan","Nissan QASHQAI","ECO",2022,21860,"Híbrido",158,"AUTO","True","Barcelona",4.43,1.84,1.63,1511,1593,"-",199,9.2,6.4,144,2,5,30990,3,0.104566512243547,"20k-50k",196.139240506329,10330,1.41765782250686
2788,"Mercedes","Mercedes GLA","C",2015,89385,"Diésel",170,"AUTO","False","Madrid",4.42,1.8,1.49,1535,1235,"-",215,8.3,4.6,119,1,5,21900,10,0.110749185667752,"50k-100k",128.823529411765,2190,0.245007551602618
2790,"Toyota","Toyota Auris","C",2017,99509,"Gasolina",116,"MANUAL","False","Málaga",4.33,1.76,1.48,1265,NA,"-",200,10.1,4.8,112,2,5,13990,8,0.091699604743083,"50k-100k",120.603448275862,1748.75,0.140590298364972
2791,"KIA","KIA Carens","C",2016,100972,"Diésel",115,"MANUAL","True","Barcelona",4.53,1.81,1.61,1607,1694,"-",181,13,4.5,117,1,5,14900,9,0.0715619166148102,"100k-200k",129.565217391304,1655.55555555556,0.147565661767619
2792,"KIA","KIA Sportage","C",2020,23761,"Gasolina",132,"MANUAL","False","Vizcaya",4.49,1.86,1.65,1490,1492,"-",182,11.5,6.8,152,1,5,21200,5,0.0885906040268456,"20k-50k",160.606060606061,4240,0.892218340978915
2793,"Seat","Seat León","C",2019,119779,"Gasolina",150,"AUTO","False","Barcelona",4.55,1.82,1.45,1294,1470,"-",215,8.3,5.2,118,2,5,14421,6,0.115919629057187,"100k-200k",96.14,2403.5,0.120396730645606
2794,"Citroën","Citroën C4","C",2022,469275,"Diésel",110,"MANUAL","False","Alicante",4.36,1.8,1.53,1335,1250,"-",193,10.5,4.4,115,2,5,14421,3,0.0823970037453183,"+200k",131.1,4807,0.0307303819721911
2796,"Toyota","Toyota Yaris","ECO",2017,131635,"Híbrido",100,"AUTO","False","Málaga",3.95,1.7,1.51,1165,768,"-",165,11.8,3.3,75,2,5,12800,8,0.0858369098712446,"100k-200k",128,1600,0.0972385763664679
2797,"Nissan","Nissan Micra","C",2021,28516,"Gasolina",92,"MANUAL","True","Málaga",4,1.94,1.46,1135,1004,"-",178,11.8,5.4,121,2,5,13090,4,0.081057268722467,"20k-50k",142.282608695652,3272.5,0.459040538644971
2799,"Mazda","Mazda Mazda3","C",2007,90079,"Gasolina",150,"MANUAL","True","Valencia",4.42,1.76,1.47,1335,NA,"-",202,9.1,7.9,189,2,5,6990,18,0.112359550561798,"50k-100k",46.6,388.333333333333,0.0775985523817982
2800,"Toyota","Toyota Proace City Verso","C",2021,31564,"Diésel",131,"MANUAL","True","Madrid",4.4,1.85,1.88,1505,3000,"-",186,10.7,4.2,110,2,5,24900,4,0.0870431893687708,"20k-50k",190.076335877863,6225,0.788873400076036
2802,"Opel","Opel Corsa","C",2021,42124,"Diésel",102,"MANUAL","False","Almería",4.06,1.77,1.43,1165,NA,"-",188,10.2,4.1,105,2,5,14500,4,0.0875536480686695,"20k-50k",142.156862745098,3625,0.344221821289526
2803,"KIA","KIA Stonic","C",2018,64847,"Gasolina",120,"MANUAL","True","Vizcaya",4.14,1.76,1.52,1185,1155,"-",184,10.3,5,115,2,5,14700,7,0.10126582278481,"50k-100k",122.5,2100,0.226687433497309
2804,"BMW","BMW X1","C",2023,10679,"Diésel",150,"AUTO","False","Barcelona",4.5,1.85,1.64,1650,1600,"-",204,8.9,4.9,129,2,5,32975,2,0.0909090909090909,"0-20k",219.833333333333,16487.5,3.08783593969473
2805,"Toyota","Toyota Corolla","ECO",2023,65456,"Híbrido",140,"AUTO","True","Toledo",4.37,1.79,1.46,1360,1052,"-",180,9.2,4.9,111,2,5,24990,2,0.102941176470588,"50k-100k",178.5,12495,0.381783182595942
2807,"Dacia","Dacia Sandero","C",2020,45355,"Gasolina",100,"MANUAL","True","Valencia",4.09,1.76,1.62,1040,1200,"-",168,17.5,6,135,2,5,13990,5,0.0961538461538462,"20k-50k",139.9,2798,0.308455517583508
2809,"Volkswagen","Volkswagen Polo","B",2014,140245,"Diésel",75,"MANUAL","False","Madrid",3.97,1.68,1.46,1132,952,"-",170,13.9,3.8,99,2,3,8490,11,0.0662544169611307,"100k-200k",113.2,771.818181818182,0.0605369175371671
2811,"Jaguar","Jaguar XE","C",2016,70942,"Gasolina",240,"AUTO","False","Valencia",4.67,1.85,1.42,1530,NA,"-",249,6.9,7.5,179,2,5,20800,9,0.156862745098039,"50k-100k",86.6666666666667,2311.11111111111,0.293197259733303
2812,"Dacia","Dacia Sandero","C",2018,14451,"Diésel",90,"MANUAL","False","Toledo",4.09,1.76,1.62,1085,1200,"-",173,11.8,3.5,98,2,5,13990,7,0.0829493087557604,"0-20k",155.444444444444,1998.57142857143,0.96809909348834
2813,"Renault","Renault Captur","C",2019,17851,"Gasolina",90,"MANUAL","True","Granada",4.12,1.78,1.57,1248,1235,"-",171,13.1,5.4,123,2,5,13900,6,0.0721153846153846,"0-20k",154.444444444444,2316.66666666667,0.77866786174444
2815,"Seat","Seat León","C",2023,12323,"Gasolina",110,"MANUAL","False","Barcelona",4.37,1.8,1.46,1275,NA,"-",197,10.9,5.4,124,2,5,19990,2,0.0862745098039216,"0-20k",181.727272727273,9995,1.62216992615435
2817,"Alfa Romeo","Alfa Romeo Stelvio","C",2020,50807,"Gasolina",280,"AUTO","False","Cáceres",4.69,1.9,1.67,1660,1600,"-",230,5.7,9.4,214,2,5,34236,5,0.168674698795181,"50k-100k",122.271428571429,6847.2,0.673844155332927
2818,"Renault","Renault Mégane","C",2017,51473,"Gasolina",130,"MANUAL","True","Valencia",4.36,1.81,1.45,1205,1247,"-",197,10.6,5.3,119,2,5,14990,8,0.107883817427386,"50k-100k",115.307692307692,1873.75,0.291220639947157
2819,"Seat","Seat Ibiza","C",2015,92933,"Gasolina",70,"MANUAL","True","Valencia",4.06,1.69,1.45,1049,847,"-",163,13.9,5.4,125,2,4,8500,10,0.0667302192564347,"50k-100k",121.428571428571,850,0.0914637426963511
2820,"Fiat","Fiat 500X","C",2019,59733,"Gasolina",120,"MANUAL","True","Valencia",4.25,1.8,1.6,1320,1000,"-",188,10.9,5.8,132,1,5,14450,6,0.0909090909090909,"50k-100k",120.416666666667,2408.33333333333,0.241909832086117
2821,"Toyota","Toyota Auris","C",2012,103512,"Gasolina",132,"MANUAL","True","Alicante",4.25,1.76,1.52,1275,NA,"-",195,10,6.6,153,1,5,9900,13,0.103529411764706,"100k-200k",75,761.538461538462,0.0956410850915836
2822,"Peugeot","Peugeot 207","C",2009,108886,"Gasolina",95,"MANUAL","False","Granada",4.03,1.72,1.47,1157,NA,"-",185,11.5,5.9,140,2,5,4900,16,0.0821089023336214,"100k-200k",51.5789473684211,306.25,0.0450011939092262
2824,"Audi","Audi A1","C",2016,132020,"Diésel",116,"MANUAL","True","Málaga",3.97,1.74,1.42,1225,920,"-",200,9.4,3.7,98,1,5,14150,9,0.0946938775510204,"100k-200k",121.98275862069,1572.22222222222,0.107180730192395
2825,"Volkswagen","Volkswagen Touran","C",2018,44305,"Diésel",115,"MANUAL","False","Granada",4.53,1.83,1.66,1539,1857,"-",190,11.4,4.6,119,2,5,23500,7,0.0747238466536712,"20k-50k",204.347826086957,3357.14285714286,0.530414174472407
2826,"Ford","Ford Grand Tourneo Connect","C",2019,31909,"Diésel",120,"MANUAL","False","Barcelona",4.83,1.84,1.82,1533,2620,"-",171,12.6,4.6,153,2,5,21300,6,0.0782778864970646,"20k-50k",177.5,3550,0.667523269297064
2827,"Seat","Seat Ibiza","C",2009,39359,"Gasolina",85,"MANUAL","True","Badajoz",4.05,1.69,1.45,1025,847,"-",175,12.2,6.2,149,2,1,7700,16,0.0829268292682927,"20k-50k",90.5882352941177,481.25,0.195635051703549
2828,"Volkswagen","Volkswagen Caddy","ECO",2019,148011,"GNC",110,"MANUAL","False","Madrid",4.41,1.79,1.82,1463,NA,"-",174,6.6,118,NA,2,5,12300,6,0.075187969924812,"100k-200k",111.818181818182,2050,0.0831019316131909
2829,"Hyundai","Hyundai i10","C",2021,14924,"Gasolina",84,"MANUAL","False","Barcelona",3.67,1.68,1.48,932,1050,"-",171,12.6,5.5,124,2,5,14200,4,0.0901287553648069,"0-20k",169.047619047619,3550,0.95148753685339
2830,"Toyota","Toyota Yaris","B",2015,146018,"Diésel",90,"MANUAL","False","Pontevedra",3.95,1.7,1.51,1160,768,"-",175,10.8,3.8,99,1,5,8800,10,0.0775862068965517,"100k-200k",97.7777777777778,880,0.060266542481064
2831,"Honda","Honda Civic","C",2009,61766,"Gasolina",100,"MANUAL","True","Valencia",4.26,1.77,1.46,1186,1352,"-",177,13,5.9,135,2,5,10900,16,0.0843170320404722,"50k-100k",109,681.25,0.17647249295729
2833,"BMW","BMW Serie 2","C",2019,51112,"Gasolina",306,"AUTO","False","Madrid",4.53,1.8,1.41,1645,NA,"-",250,4.9,6.9,156,2,5,40800,6,0.186018237082067,"50k-100k",133.333333333333,6800,0.798246987008922
2834,"Suzuki","Suzuki Swift","ECO",2023,27330,"Híbrido",129,"MANUAL","False","Madrid",3.89,1.74,1.5,1020,NA,"-",210,9.1,5.6,125,2,5,24900,2,0.126470588235294,"20k-50k",193.023255813953,12450,0.911086717892426
2835,"Volkswagen","Volkswagen Polo","C",2016,69647,"Gasolina",90,"MANUAL","False","Barcelona",3.97,1.68,1.45,1107,952,"-",184,10.8,4.7,107,2,4,12600,9,0.0813008130081301,"50k-100k",140,1400,0.180912314959725
2836,"Peugeot","Peugeot Traveller","C",2018,80251,"Diésel",150,"MANUAL","False","Madrid",4.96,1.92,1.9,1705,2550,"-",184,10.3,5.7,145,2,5,26500,7,0.0879765395894428,"50k-100k",176.666666666667,3785.71428571429,0.330213953720203
2837,"KIA","KIA Venga","C",2016,44517,"Gasolina",124,"MANUAL","True","Madrid",4.08,1.77,1.6,1180,1486,"-",185,10.8,6.4,148,1,5,10200,9,0.105084745762712,"20k-50k",82.258064516129,1133.33333333333,0.22912595188355
2838,"Nissan","Nissan X-TRAIL","C",2015,45140,"Diésel",130,"AUTO","True","Barcelona",4.64,1.83,1.72,1540,1982,"-",180,11.4,5.3,139,2,5,19490,10,0.0844155844155844,"20k-50k",149.923076923077,1949,0.431767833407178
2839,"Renault","Renault Captur","C",2018,88762,"Gasolina",120,"MANUAL","True","Barcelona",4.12,1.78,1.57,1195,1235,"-",182,9.9,5.5,125,2,5,14800,7,0.100418410041841,"50k-100k",123.333333333333,2114.28571428571,0.166738018521439
2840,"Lexus","Lexus CT","ECO",2015,46930,"Híbrido",136,"AUTO","False","Madrid",4.35,1.77,1.46,1410,985,"-",180,10.3,3.8,88,2,5,18800,10,0.0964539007092199,"20k-50k",138.235294117647,1880,0.400596633283614
2841,"KIA","KIA Stonic","C",2019,95563,"Gasolina",120,"MANUAL","False","Málaga",4.14,1.76,1.52,1185,1155,"-",184,10.3,5.5,130,2,5,11983,6,0.10126582278481,"50k-100k",99.8583333333333,1997.16666666667,0.125393719326518
2842,"Seat","Seat León","0_EMISIONES",2020,61212,"Híbrido Enchufable",204,"AUTO","False","Barcelona",4.37,1.8,1.46,1614,NA,"-",220,7.5,1.4,72,2,5,23990,5,0.12639405204461,"50k-100k",117.598039215686,4798,0.391916617656669
2843,"Volvo","Volvo XC40","0_EMISIONES",2022,41043,"Híbrido Enchufable",262,"AUTO","False","Cáceres",4.43,1.86,1.65,1741,1328,"-",180,7.3,1.8,45,2,5,27190,3,0.150488225157955,"20k-50k",103.778625954198,9063.33333333333,0.662475939867943
2844,"Mercedes","Mercedes Clase A","C",2019,55872,"Gasolina",163,"AUTO","False","Barcelona",4.55,1.8,1.45,1365,NA,"-",230,8.3,5.9,133,1,5,28700,6,0.119413919413919,"50k-100k",176.073619631902,4783.33333333333,0.513674112256586
2846,"Citroën","Citroën Jumper","C",2021,130187,"Diésel",140,"MANUAL","True","Madrid",5.41,2.05,2.52,2000,NA,"-",NA,10.1342105263158,NA,NA,1,4,18099,4,0.07,"100k-200k",129.278571428571,4524.75,0.139023097544302
2847,"Skoda","Skoda Octavia","C",2010,135316,"Gasolina",160,"MANUAL","False","Madrid",4.57,1.77,1.46,1305,1350,"-",223,7.8,6.9,158,2,5,10900,15,0.122605363984674,"100k-200k",68.125,726.666666666667,0.0805521889503089
2848,"Nissan","Nissan JUKE","C",2021,43834,"Gasolina",114,"MANUAL","False","Córdoba",4.21,1.83,1.6,1186,1189,"-",180,10.7,5.9,134,2,5,18200,4,0.0961214165261383,"20k-50k",159.649122807018,4550,0.415202810603641
2849,"Peugeot","Peugeot Rifter","C",2019,64720,"Diésel",100,"MANUAL","False","Navarra",4.4,1.91,1.87,1424,NA,"-",170,4.4,117,NA,2,5,20800,6,0.0702247191011236,"50k-100k",208,3466.66666666667,0.321384425216316
2850,"KIA","KIA Sportage","ECO",2022,32484,"Híbrido",230,"AUTO","True","Madrid",4.51,1.87,1.65,1682,1776,"-",193,8,5.7,132,1,5,32990,3,0.136741973840666,"20k-50k",143.434782608696,10996.6666666667,1.01557689939663
2851,"Peugeot","Peugeot 208","C",2021,47360,"Gasolina",100,"MANUAL","False","Córdoba",4.06,1.75,1.43,1090,406,"-",188,9.9,5.3,118,2,5,16490,4,0.0917431192660551,"20k-50k",164.9,4122.5,0.348184121621622
2853,"Citroën","Citroën Jumpy","C",2024,5097,"Diésel",120,"MANUAL","True","Vizcaya",4.96,1.92,1.9,1862,NA,"-",160,6.7,176,NA,2,5,29900,1,0.0644468313641246,"0-20k",249.166666666667,29900,5.86619580145183
2855,"Nissan","Nissan JUKE","C",2017,107275,"Diésel",110,"MANUAL","True","Valencia",4.14,1.77,1.57,1305,1189,"-",175,11.2,4,104,2,5,13190,8,0.0842911877394636,"100k-200k",119.909090909091,1648.75,0.122955022139361
2856,"Mercedes","Mercedes Clase A","C",2021,59101,"Gasolina",163,"AUTO","False","Málaga",4.42,1.8,1.44,1355,1195,"-",225,8.2,5.9,134,2,5,27490,4,0.12029520295203,"50k-100k",168.650306748466,6872.5,0.465135953706367
2858,"Mercedes","Mercedes Clase GLC","C",2018,48834,"Diésel",170,"AUTO","True","Alicante",4.66,1.89,1.64,1845,1600,"-",210,8.3,5.9,156,2,5,36300,7,0.0921409214092141,"20k-50k",213.529411764706,5185.71428571429,0.743334561985502
2859,"Smart","Smart Forfour","C",2016,100786,"Gasolina",90,"AUTO","False","Madrid",3.5,1.67,1.55,975,975,"-",165,11.2,4.3,99,1,5,10900,9,0.0923076923076923,"100k-200k",121.111111111111,1211.11111111111,0.108149941460123
2860,"Nissan","Nissan QASHQAI","C",2020,66315,"Gasolina",160,"AUTO","False","Barcelona",4.39,1.81,1.59,1315,1598,"-",198,9.9,6.9,156,2,5,21990,5,0.121673003802281,"50k-100k",137.4375,4398,0.331599185704592
2862,"Suzuki","Suzuki Vitara","ECO",2021,45329,"Híbrido",129,"MANUAL","False","Barcelona",4.18,1.78,1.61,1180,710,"-",190,9.5,5.4,129,2,5,18990,4,0.109322033898305,"20k-50k",147.209302325581,4747.5,0.418937104282027
2863,"Lexus","Lexus UX","ECO",2020,61565,"Híbrido",184,"AUTO","True","Madrid",4.5,1.84,1.54,1540,NA,"-",177,8.5,5.3,120,2,5,24990,5,0.119480519480519,"50k-100k",135.815217391304,4998,0.405912450255827
2864,"Porsche","Porsche Panamera","ECO",2014,96932,"Híbrido Enchufable",416,"AUTO","False","Pontevedra",5.01,1.93,1.42,2170,1153,"-",270,5.5,3.1,71,2,5,41800,11,0.191705069124424,"50k-100k",100.480769230769,3800,0.431230140717204
2865,"Nissan","Nissan QASHQAI","C",2019,38560,"Gasolina",140,"MANUAL","False","Cádiz",4.39,1.81,1.59,1300,1598,"-",193,10.5,5.3,154,2,5,19200,6,0.107692307692308,"20k-50k",137.142857142857,3200,0.49792531120332
2866,"Nissan","Nissan Micra","C",2021,26362,"Gasolina",92,"MANUAL","False","Córdoba",4,1.94,1.46,1135,1004,"-",178,11.8,5.4,121,2,5,14990,4,0.081057268722467,"20k-50k",162.934782608696,3747.5,0.568621500644868
2867,"KIA","KIA XCeed","0_EMISIONES",2021,101286,"Híbrido Enchufable",141,"AUTO","False","Barcelona",4.39,1.83,1.48,1594,1243,"-",160,11,1.4,48,2,5,13966,4,0.088456712672522,"100k-200k",99.0496453900709,3491.5,0.13788677605987
2868,"Fiat","Fiat Punto","C",2015,20407,"Gasolina",69,"MANUAL","False","Córdoba",4.07,1.69,1.49,1030,1030,"-",156,14.4,5.1,119,2,5,8990,10,0.0669902912621359,"20k-50k",130.289855072464,899,0.440535110501299
2869,"BMW","BMW Serie 1","C",2018,66805,"Diésel",116,"MANUAL","False","Madrid",4.33,1.77,1.42,1440,1200,"-",200,10.5,4.3,114,2,5,19990,7,0.0805555555555556,"50k-100k",172.327586206897,2855.71428571429,0.299229099618292
2870,"Suzuki","Suzuki Grand Vitara","B",2013,122012,"Diésel",129,"MANUAL","True","Barcelona",4.06,1.81,1.7,1529,964,"-",170,12.8,6.7,174,2,5,12800,12,0.0843688685415304,"100k-200k",99.2248062015504,1066.66666666667,0.104907713995345
2871,"BMW","BMW X3","B",2007,266931,"Diésel",150,"MANUAL","False","Córdoba",4.57,1.85,1.67,1820,1560,"-",198,10.2,7.2,191,2,5,6500,18,0.0824175824175824,"+200k",43.3333333333333,361.111111111111,0.0243508622078365
2873,"Citroën","Citroën C3","C",2016,43967,"Gasolina",82,"MANUAL","False","Barcelona",3.94,1.73,1.52,980,1000,"-",174,12.3,4.6,107,2,5,7900,9,0.0836734693877551,"20k-50k",96.3414634146341,877.777777777778,0.179680214706484
2874,"Hyundai","Hyundai Tucson","0_EMISIONES",2023,21346,"Híbrido",180,"AUTO","True","Pontevedra",4.5,1.87,1.65,1558,1756,"-",NA,9.99655172413793,NA,NA,2,5,39800,2,0.115532734274711,"20k-50k",221.111111111111,19900,1.86451794247166
2875,"Jeep","Jeep Compass","C",2018,44526,"Gasolina",140,"MANUAL","True","Alicante",4.39,1.82,1.65,1430,1251,"-",195,9.8,6.2,143,2,5,19490,7,0.0979020979020979,"20k-50k",139.214285714286,2784.28571428571,0.437721780532722
2876,"Nissan","Nissan X-TRAIL","C",2020,46837,"Gasolina",160,"AUTO","True","Madrid",4.69,1.82,1.74,1485,1996,"-",198,11.5,7.3,166,2,5,24800,5,0.107744107744108,"20k-50k",155,4960,0.529495911352136
